CardholderID,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,IsWisabi
VC-006-1123,Nafisat,Sani,M,VC-006,01/16/1990,Marketing Executive,Savings,0
VC-004-1194,Adamu,Bashir,F,VC-004,4/3/1963,Health Professional,Savings,1
AT-008-1209,Oluwajoba,Okoro,F,AT-008,03/25/1971,Marketing Executive,Current,1
AT-001-1141,Oluwatoyin,Adetunji,F,AT-001,11/10/1989,Marketing Executive,Current,1
AT-004-1315,Omolara,Ugwu,M,AT-004,09/13/1987,Factory Worker,Savings,1
VC-006-1087,Yakubu,Ahmad,M,VC-006,12/23/1960,Marketing Executive,Savings,1
AT-001-1010,Confidence,Okoro,F,AT-001,2/5/1986,Software Developer,Current,1
AT-012-1033,Oluwaseun,Akinwande,M,AT-012,07/22/1982,Construction Worker,Current,1
AT-011-1270,Oluwaseun,Lawal,M,AT-011,4/8/1970,Farmer,Current,1
VC-008-1184,Abdullahi,Rabi,F,VC-008,04/20/1993,Human Resources Specialist,Savings,0
AT-004-1247,Alaba,Oladele,M,AT-004,04/16/1982,Lawyer,Current,1
VC-005-1054,Umaru,Abdullahi,M,VC-005,09/25/1998,Factory Worker,Current,1
AT-007-1103,Mosunmola,Oluwasegun,M,AT-007,8/10/1979,Construction Worker,Current,1
VC-004-1191,Mustapha,Hafsatu,F,VC-004,01/21/1978,Accountant,Current,0
AT-008-1204,Benjamin,Jimoh,F,AT-008,06/29/1978,Engineer,Current,0
VC-008-1068,Rabi,Hassan,F,VC-008,1/6/2003,Student,Savings,1
AT-002-1113,Asabe,Adetokunbo,M,AT-002,07/23/1981,Human Resources Specialist,Savings,1
AT-003-1003,Benedict,Okafor,M,AT-003,03/29/1977,Plumber,Savings,1
AT-014-1004,Bassey,Eyo,M,AT-014,12/5/1987,Welder,Savings,0
AT-011-1206,Oluwayemisi,Famuyiwa,M,AT-011,03/25/1989,Farmer,Current,0
RS-003-1067,Chukwuemeka,Wike,F,RS-003,08/29/1981,Data Analyst,Savings,1
RS-002-1036,Ibinabo,Wike,F,RS-002,01/20/1997,Data Analyst,Savings,0
VC-001-1026,Shehu,Ibrahim,M,VC-001,07/23/1969,Carpenter,Current,1
VC-010-1102,Danladi,Mohammed,M,VC-010,3/4/2004,Student,Savings,0
AT-012-1204,Chidiebere,Adeyemo,F,AT-012,10/17/1982,Health Professional,Savings,1
AT-012-1126,Boluwatife,Lawal,F,AT-012,6/6/1976,Manager,Savings,1
RS-004-1077,Ebuka,Akpobari,M,RS-004,11/28/1977,Farmer,Savings,0
AT-002-1194,Aisha,Uzoma,M,AT-002,06/18/2002,Student,Savings,1
AT-012-1015,Alao,Alausa,F,AT-012,01/25/1963,Data Analyst,Savings,1
AT-009-1112,Chinedu,Okereke,M,AT-009,12/25/2003,Student,Savings,1
RS-006-1117,Cynthia,Okon,F,RS-006,12/8/1994,Lawyer,Savings,1
AT-009-1033,Aremu,Okafor,F,AT-009,07/17/1980,Trader,Savings,1
AT-004-1061,Chiamaka,Okereke,M,AT-004,07/17/1967,Lawyer,Current,1
VC-006-1215,Salisu,Hauwa,M,VC-006,04/28/1957,Truck Driver,Savings,1
VC-002-1059,Adamu,Yusuf,M,VC-002,04/29/1996,Accountant,Savings,0
AT-007-1251,Kikelomo,Adewumi,F,AT-007,5/2/1974,Health Professional,Savings,0
AT-007-1039,Oladimeji,Aikhomu,F,AT-007,03/19/1990,Engineer,Current,0
VC-007-1114,Rabi,Ahmed,M,VC-007,05/20/1963,Human Resources Specialist,Current,1
AT-002-1115,Alao,Nwachukwu,M,AT-002,09/26/1980,Manager,Current,1
AT-004-1267,Aremu,Niyi,F,AT-004,09/17/2002,Student,Savings,1
AT-012-1234,Nkele,Nwankwo,M,AT-012,06/17/1977,Health Professional,Savings,1
AT-011-1279,Adewale,Ibrahim,F,AT-011,01/31/1986,Manager,Savings,1
VC-004-1145,Sadiq,Bashir,M,VC-004,06/30/1982,Carpenter,Savings,1
AT-001-1095,Chukwudi,Oluwafemi,M,AT-001,12/3/1970,Health Professional,Savings,1
VC-001-1115,Aliyu,Muhammad,F,VC-001,11/17/1999,Student,Savings,1
AT-015-1072,Qudus,Bello,M,AT-015,04/20/1995,Carpenter,Current,1
AT-011-1253,Nike,Oluwakemi,M,AT-011,09/29/1982,Marketing Executive,Savings,1
AT-009-1173,Nifemi,Adebayo,F,AT-009,01/25/1983,Software Developer,Current,1
AT-009-1150,Adedeji,Nwachukwu,F,AT-009,5/1/1963,Accountant,Current,1
AT-015-1150,Seun,Omobolanle,M,AT-015,11/12/1961,Marketing Executive,Current,1
AT-004-1184,Chidieze,Oluwabukola,M,AT-004,02/14/1985,Manager,Current,1
AT-007-1095,Olufunmi,Adebiyi,M,AT-007,07/31/1963,Plumber,Savings,1
VC-008-1109,Aisha,Farouk,M,VC-008,12/5/1987,Lawyer,Current,1
AT-002-1114,Chukwuemeka,Adeola,F,AT-002,10/15/1989,Lawyer,Savings,1
AT-006-1022,Nkem,Nkem,M,AT-006,03/31/1998,Student,Savings,1
AT-009-1118,Babajide,Ilelaboye,M,AT-009,11/25/1997,Marketing Executive,Savings,1
VC-001-1201,Rukayya,Abdulsalam,M,VC-001,03/24/1989,Electrician,Savings,1
VC-003-1200,Shehu,Aisha,F,VC-003,02/19/1978,Health Professional,Current,1
AT-011-1170,Anita,Nwosu,M,AT-011,09/13/1980,Truck Driver,Current,1
AT-008-1058,Pelumi,Okoye,F,AT-008,01/24/1959,Health Professional,Current,1
AT-009-1230,Chinazo,Adewale,F,AT-009,8/11/1985,Software Developer,Savings,1
VC-002-1204,Mustapha,Amina,F,VC-002,11/7/2003,Trader,Savings,0
AT-015-1226,Adeyinka,Adegoke,F,AT-015,05/13/1991,Software Developer,Savings,0
AT-007-1283,Morounkola,Adebisi,M,AT-007,7/7/1967,Truck Driver,Current,1
VC-003-1149,Halima,Abdulrahman,M,VC-003,2/12/1972,Farmer,Current,1
AT-003-1163,Olamide,Onyeka,M,AT-003,8/8/1969,Construction Worker,Current,1
VC-006-1156,Bashir,Rabi,F,VC-006,02/24/1973,Accountant,Current,0
AT-008-1188,Alaba,Adebisi,M,AT-008,4/10/1989,Electrician,Savings,1
AT-010-1068,Akeem,Eyo,F,AT-010,05/18/1970,Trader,Savings,1
AT-015-1093,Cyril,Ugwu,F,AT-015,08/23/1958,Trader,Current,1
AT-008-1059,Cyril,Oluwaseyi,M,AT-008,11/9/2002,Student,Savings,1
VC-003-1090,Maryam,Lawal,F,VC-003,09/15/1977,Accountant,Savings,1
AT-013-1099,Deborah,Adebowale,F,AT-013,10/21/1988,Data Analyst,Savings,1
AT-008-1166,Ngozi,Akinola,F,AT-008,09/18/1971,Data Analyst,Savings,1
AT-015-1230,Edwin,Jimoh,M,AT-015,2/7/1969,Truck Driver,Current,1
VC-002-1002,Halima,Abubakar,M,VC-002,12/18/1976,Truck Driver,Savings,1
AT-002-1228,Chisom,Bala,M,AT-002,10/1/1986,Carpenter,Current,1
AT-006-1162,Efosa,Akinola,F,AT-006,10/4/1984,Engineer,Current,1
VC-008-1091,Usman,Ahmad,M,VC-008,09/24/1990,Human Resources Specialist,Current,1
VC-006-1230,Garba,Abdulsalam,M,VC-006,3/11/1970,Welder,Current,1
AT-007-1054,Charles,Eko,M,AT-007,09/23/1974,Welder,Savings,0
AT-002-1227,Ekele,Nwankwo,F,AT-002,03/26/1984,Trader,Current,1
VC-004-1216,Khadija,Abdulaziz,M,VC-004,12/21/1970,Engineer,Current,1
VC-001-1036,Abdulrahman,Ibrahim,F,VC-001,1/6/1968,Marketing Executive,Current,1
VC-008-1113,Ali,Garba,M,VC-008,06/30/1987,Lawyer,Current,0
AT-004-1178,Funmilayo,Adetayo,M,AT-004,12/29/1981,Construction Worker,Savings,1
AT-009-1223,Damilare,Eze,M,AT-009,03/22/1959,Human Resources Specialist,Current,1
RS-006-1089,Ugochukwu,Nwosu,F,RS-006,3/6/1998,Student,Savings,1
AT-013-1010,Chukwudi,Eze,M,AT-013,06/27/1990,Carpenter,Current,1
AT-008-1270,Benjamin,Adeyemo,F,AT-008,11/3/1965,Health Professional,Savings,0
VC-002-1200,Abdulkadir,Habiba,F,VC-002,12/2/1983,Trader,Savings,1
VC-009-1003,Usman,Ibrahim,F,VC-009,05/31/1964,Marketing Executive,Savings,0
AT-005-1088,Adebowale,Ibe,F,AT-005,12/27/1961,Manager,Current,1
VC-003-1109,Haruna,Bala,M,VC-003,04/29/1957,Carpenter,Current,1
VC-006-1108,Nafisa,Usman,M,VC-006,08/25/1970,Plumber,Savings,1
AT-010-1089,Beatrice,Oluwajoba,F,AT-010,5/12/1961,Engineer,Savings,1
AT-007-1191,Clement,Okoye,F,AT-007,7/4/1991,Manager,Savings,1
VC-008-1034,Ruqayya,Ali,M,VC-008,10/30/1972,Carpenter,Current,1
AT-011-1286,Omotayo,Ekpoh,F,AT-011,11/9/1970,Human Resources Specialist,Current,1
AT-009-1152,Azeez,Balogun,M,AT-009,8/9/2002,Student,Savings,1
AT-009-1278,Deborah,Akinola,F,AT-009,1/12/1990,Software Developer,Current,0
AT-011-1251,Nkem,Adebayo,M,AT-011,09/18/1963,Human Resources Specialist,Current,1
AT-001-1061,Bernadine,Okafor,F,AT-001,06/15/1992,Engineer,Current,1
VC-006-1064,Hauwa,Lawal,F,VC-006,10/30/1961,Health Professional,Current,1
AT-015-1098,Olufunmi,Eze,M,AT-015,12/18/2001,Student,Savings,1
AT-008-1147,Confidence,Oluwadamilola,F,AT-008,2/1/1967,Engineer,Savings,1
AT-006-1219,Ben,Okonkwo,M,AT-006,08/18/1972,Accountant,Current,0
VC-004-1037,Sani,Hassan,M,VC-004,5/7/1990,Factory Worker,Savings,1
AT-003-1092,Zainab,Oladipo,F,AT-003,7/1/1987,Data Analyst,Savings,1
AT-006-1014,Chidozie,Okafor,M,AT-006,2/8/1972,Mechanic,Current,1
VC-006-1083,Fatima,Muhammad,F,VC-006,05/27/1984,Engineer,Current,1
AT-011-1127,Aladejobi,Omotayo,F,AT-011,12/25/1994,Data Analyst,Savings,0
VC-008-1092,Hauwa,Musa,M,VC-008,04/16/1981,Carpenter,Savings,1
AT-012-1014,Akintunde,Akinyemi,M,AT-012,8/1/1976,Accountant,Current,0
VC-001-1160,Mariam,Shehu,F,VC-001,8/8/1979,Engineer,Savings,1
AT-011-1011,Kabirat,Ogunnaike,M,AT-011,07/14/1988,Human Resources Specialist,Current,1
AT-001-1004,Bridget,Nwachukwu,F,AT-001,11/11/1975,Data Analyst,Savings,1
AT-007-1015,Folasade,Ojo,M,AT-007,6/10/1982,Truck Driver,Savings,1
AT-012-1216,Oluwatobi,Awosika,M,AT-012,01/16/1991,Farmer,Savings,0
AT-013-1190,Oluwadamilola,Adeyemo,F,AT-013,1/2/1996,Data Analyst,Current,1
AT-007-1195,Amos,Nnamdi,F,AT-007,7/1/2001,Student,Savings,0
AT-012-1210,Kikelomo,Igwe,F,AT-012,02/14/1979,Software Developer,Savings,1
VC-006-1173,Yakubu,Tijjani,F,VC-006,5/7/2000,Trader,Current,1
VC-010-1050,Hafsatu,Bala,F,VC-010,1/4/1957,Health Professional,Current,1
AT-003-1105,Babajide,Alade,M,AT-003,8/11/1991,Mechanic,Savings,1
AT-001-1273,Alaba,Onyeka,F,AT-001,06/23/1976,Lawyer,Savings,1
VC-002-1136,Bashir,Suleiman,M,VC-002,8/11/1965,Health Professional,Current,1
VC-010-1017,Aliyu,Umaru,F,VC-010,09/28/1976,Health Professional,Savings,1
AT-015-1047,Omololu,Nkem,M,AT-015,03/15/1982,Construction Worker,Savings,1
AT-001-1002,Ali,Mohammed,M,AT-001,11/18/1976,Software Developer,Current,1
AT-003-1047,Akinkunmi,Akindele,F,AT-003,02/14/1994,Manager,Savings,1
AT-004-1123,Benedict,Akintola,F,AT-004,02/18/1984,Accountant,Current,0
AT-012-1130,Destiny,Oguntade,F,AT-012,07/13/1983,Lawyer,Savings,1
AT-008-1013,Babajide,Akande,M,AT-008,08/23/2002,Student,Savings,1
AT-010-1134,Chukwuemeka,Nnamdi,M,AT-010,8/1/1990,Carpenter,Current,1
AT-008-1011,Chidieze,Okafor,M,AT-008,01/19/1995,Accountant,Current,1
AT-012-1111,Cornelius,Daramola,F,AT-012,3/4/1960,Engineer,Current,1
AT-010-1023,Damilare,Daramola,M,AT-010,10/27/1992,Lawyer,Current,0
VC-010-1005,Bashir,Yusuf,F,VC-010,5/3/1969,Marketing Executive,Current,1
AT-013-1072,Jesutofunmi,Onyekwere,M,AT-013,8/2/1963,Lawyer,Current,0
VC-010-1178,Hafsatu,Rabi,M,VC-010,12/28/2003,Trader,Current,1
AT-004-1273,Fiyinfoluwa,Ogundele,F,AT-004,10/19/1981,Health Professional,Current,1
AT-006-1149,Chiamaka,Adeyemo,F,AT-006,06/29/1999,Student,Savings,0
AT-015-1044,Ajayi,Okoye,M,AT-015,7/1/1957,Marketing Executive,Current,1
VC-008-1198,Aisha,Fadila,F,VC-008,12/22/1967,Accountant,Savings,1
AT-008-1091,Adisa,Oluwapemi,M,AT-008,05/18/1959,Truck Driver,Savings,1
AT-010-1278,Segun,Eze,M,AT-010,09/22/1971,Software Developer,Current,0
AT-011-1120,Eniola,Okoye,F,AT-011,8/6/1989,Software Developer,Current,1
AT-014-1167,Ngozi,Adejumo,M,AT-014,12/8/1969,Construction Worker,Savings,1
AT-014-1193,Chinenye,Aregbesola,M,AT-014,3/4/1993,Electrician,Savings,1
AT-014-1075,Niyi,Fatunmise,F,AT-014,02/22/1997,Engineer,Savings,1
AT-014-1151,Ashimiyu,Okafor,M,AT-014,10/14/1998,Student,Savings,1
AT-004-1198,Aremu,Ayodele,M,AT-004,02/26/1980,Engineer,Savings,1
AT-009-1032,Jideofor,Okafor,M,AT-009,06/16/1996,Factory Worker,Current,1
AT-005-1218,Omolara,Akintola,M,AT-005,9/11/2008,Student,Savings,1
VC-010-1075,Mustapha,Musa,F,VC-010,08/30/1976,Marketing Executive,Savings,0
VC-004-1075,Firdausi,Abdullahi,M,VC-004,9/4/1964,Trader,Current,1
AT-011-1263,Eniola,Okonkwo,M,AT-011,12/22/1985,Construction Worker,Savings,0
AT-002-1213,Nkechi,Adeyemo,F,AT-002,10/18/1988,Trader,Current,0
VC-002-1054,Yusuf,Abdullahi,F,VC-002,10/14/1958,Human Resources Specialist,Current,1
AT-010-1097,Clifford,Alade,F,AT-010,01/31/1984,Engineer,Savings,1
VC-006-1217,Bello,Nafisa,M,VC-006,02/26/2003,Student,Savings,1
AT-009-1093,Chinelo,Oladejo,M,AT-009,07/28/1987,Welder,Current,1
AT-003-1010,Chinedu,Okeke,M,AT-003,09/14/1992,Truck Driver,Current,1
VC-006-1112,Danjuma,Muhammad,F,VC-006,12/22/1985,Engineer,Current,1
AT-013-1106,Daniel,Oluwakemi,M,AT-013,3/11/1957,Welder,Savings,1
VC-009-1166,Ahmad,Maryam,F,VC-009,01/26/1973,Human Resources Specialist,Current,1
AT-001-1215,Chukwuemeka,Ebiowei,F,AT-001,3/8/1996,Manager,Current,0
VC-005-1168,Umaru,Rakiya,F,VC-005,07/23/2000,Trader,Current,1
AT-003-1116,Omolara,Oyebanji,M,AT-003,06/22/1976,Marketing Executive,Current,1
VC-005-1169,Fatima,Abdulrahman,M,VC-005,05/31/1957,Trader,Savings,1
AT-005-1034,Damilola,Akindele,M,AT-005,12/19/1957,Carpenter,Savings,0
VC-004-1211,Rukayya,Salisu,M,VC-004,10/25/1985,Farmer,Current,1
AT-011-1160,Boluwatife,Oluwabukola,F,AT-011,01/24/1999,Student,Savings,1
AT-014-1043,Opeyemi,Omolabake,F,AT-014,09/13/1990,Human Resources Specialist,Current,1
AT-006-1241,Jideofor,Oluwatosin,F,AT-006,06/18/1985,Software Developer,Current,1
AT-006-1069,Ademiluyi,Oluwabukola,M,AT-006,01/19/1993,Human Resources Specialist,Savings,1
VC-007-1147,Khadija,Haruna,M,VC-007,12/28/1985,Farmer,Savings,0
AT-015-1076,Lateefah,Oluwatobiloba,M,AT-015,9/5/2001,Student,Savings,0
VC-005-1047,Zainab,Yusuf,M,VC-005,06/15/1963,Engineer,Current,1
VC-002-1146,Abdulrahman,Ahmad,F,VC-002,12/9/1998,Marketing Executive,Savings,1
AT-014-1022,Omolola,Omolola,M,AT-014,5/8/1996,Human Resources Specialist,Current,1
AT-004-1005,Chibueze,Okonkwo,M,AT-004,6/5/1987,Lawyer,Current,1
AT-006-1030,Chris,Akinola,F,AT-006,12/2/1977,Accountant,Current,0
AT-014-1110,Danjuma,Adeleke,M,AT-014,12/31/1996,Accountant,Savings,1
AT-010-1051,Kehinde,Afolabi,M,AT-010,6/11/1958,Marketing Executive,Current,1
AT-015-1005,Amos,Akande,M,AT-015,06/18/1969,Mechanic,Current,1
AT-004-1219,Benedict,Ojo,M,AT-004,01/31/2001,Student,Savings,1
AT-003-1268,Oluwakanyinsola,Alamu,M,AT-003,07/24/1980,Welder,Current,1
VC-004-1112,Ali,Adamu,M,VC-004,4/12/1989,Marketing Executive,Savings,1
AT-008-1140,Oluwaseun,Akande,M,AT-008,07/31/1981,Carpenter,Savings,1
AT-012-1282,Xaviera,Oluwatomi,F,AT-012,07/31/1988,Trader,Current,0
AT-012-1169,Chuma,Oluwafemi,M,AT-012,10/15/1991,Human Resources Specialist,Current,0
AT-010-1243,Benson,Oluwabusayo,F,AT-010,8/5/1972,Trader,Current,1
AT-011-1096,Oluwamayowa,Akande,F,AT-011,7/9/1967,Software Developer,Savings,1
AT-004-1195,Nifemi,Ojo,M,AT-004,6/12/1966,Construction Worker,Savings,0
AT-001-1078,Adelaja,Adeleke,M,AT-001,11/21/2001,Student,Savings,0
RS-001-1072,Sunday,Onwuka,F,RS-001,10/1/1999,Student,Savings,1
AT-011-1159,Olufunmi,Jimoh,F,AT-011,03/13/1980,Software Developer,Current,0
VC-001-1118,Ahmed,Musa,F,VC-001,3/10/1971,Health Professional,Savings,1
VC-007-1032,Maryam,Abubakar,M,VC-007,12/23/1979,Factory Worker,Current,0
AT-012-1080,Oluwajoba,Onyekwere,M,AT-012,12/20/1997,Farmer,Current,1
AT-014-1083,Adewale,Okon,F,AT-014,01/15/1972,Manager,Savings,1
AT-011-1225,Austin,Adekunle,M,AT-011,11/30/1957,Health Professional,Savings,1
AT-004-1285,Boluwatife,Eko,M,AT-004,12/25/1976,Farmer,Savings,0
AT-007-1104,Victoria,Onyeka,F,AT-007,01/31/1958,Health Professional,Savings,1
VC-004-1225,Danjuma,Maryam,F,VC-004,6/2/1971,Trader,Current,1
AT-003-1031,Adetokunbo,Oladipo,M,AT-003,12/2/1964,Lawyer,Savings,1
AT-004-1003,Andrew,Akpan,M,AT-004,11/27/1966,Accountant,Savings,1
AT-004-1322,Zainab,Nwachukwu,M,AT-004,10/25/1999,Student,Savings,1
VC-005-1069,Rakiya,Sani,F,VC-005,05/26/1977,Lawyer,Savings,1
AT-014-1243,Lekan,Oluwatimilehin,M,AT-014,4/2/1996,Accountant,Savings,1
AT-010-1146,Ayo,Okonkwo,F,AT-010,4/3/1966,Marketing Executive,Savings,1
AT-013-1262,Oluwamayowa,Ekeinde,M,AT-013,06/26/1967,Health Professional,Current,1
VC-005-1170,Fadila,Firdausi,M,VC-005,08/29/1971,Trader,Current,0
AT-006-1129,Oluwaseyi,Okonkwo,F,AT-006,05/16/1973,Marketing Executive,Savings,1
AT-006-1211,Ugochukwu,Akintola,M,AT-006,03/16/1980,Factory Worker,Savings,1
AT-013-1163,Chisom,Balogun,F,AT-013,12/12/1958,Trader,Savings,0
AT-012-1255,Oluwaseyi,Oluwakemi,F,AT-012,11/10/1992,Health Professional,Current,1
RS-001-1002,Ifeanyi,Nwokocha,M,RS-001,08/21/1962,Truck Driver,Savings,1
AT-015-1012,Rasheed,Rasaq,F,AT-015,09/23/1966,Manager,Current,1
AT-002-1249,Chukwuma,Nwachukwu,F,AT-002,07/22/1978,Accountant,Current,1
AT-006-1245,Qudus,Onyeka,M,AT-006,6/3/1989,Welder,Savings,1
AT-010-1031,Deji,Adeleke,M,AT-010,04/24/2000,Student,Savings,1
AT-002-1166,Adewale,Adekoya,F,AT-002,11/25/1957,Data Analyst,Current,1
AT-005-1108,Destiny,Ugochukwu,M,AT-005,2/7/1958,Health Professional,Current,1
AT-012-1201,Daniel,Adeleke,M,AT-012,12/20/1967,Truck Driver,Savings,1
AT-005-1238,Jideofor,Abiola,M,AT-005,8/1/1999,Student,Savings,1
VC-009-1113,Tijjani,Fadila,M,VC-009,04/27/1971,Health Professional,Savings,1
VC-006-1038,Sani,Musa,M,VC-006,04/13/1999,Trader,Savings,1
AT-015-1264,Oluwamayowa,Emeka,F,AT-015,05/24/1985,Software Developer,Current,1
AT-006-1183,Ademiluyi,Oluwaseun,M,AT-006,7/1/1980,Mechanic,Current,1
AT-006-1214,Akpan,Adebayo,M,AT-006,10/20/1987,Data Analyst,Savings,1
RS-002-1045,Ogechi,Ezeani,F,RS-002,8/7/2001,Student,Savings,0
VC-007-1152,Nura,Khadija,M,VC-007,11/1/1997,Plumber,Savings,1
AT-009-1233,Jideofor,Busari,M,AT-009,09/26/1976,Marketing Executive,Savings,0
VC-004-1215,Nafisa,Salma,F,VC-004,02/18/1989,Trader,Savings,1
AT-015-1002,Adesola,Oladele,F,AT-015,09/25/2000,Student,Savings,0
AT-015-1026,Chinedu,Nwachukwu,F,AT-015,12/21/1984,Health Professional,Savings,1
AT-014-1115,Seun,Ekeinde,M,AT-014,3/1/1974,Welder,Savings,1
AT-006-1161,Daniella,Ebiowei,F,AT-006,10/31/2002,Student,Savings,1
AT-013-1203,Ekene,Oladele,M,AT-013,03/27/1973,Truck Driver,Current,1
AT-014-1094,Adebayo,Akinwale,M,AT-014,3/1/2001,Student,Savings,1
VC-004-1114,Sani,Muhammad,F,VC-004,2/8/1964,Marketing Executive,Current,1
VC-006-1054,Maryam,Muhammad,M,VC-006,11/28/1991,Manager,Current,1
VC-002-1105,Zara,Ali,M,VC-002,02/28/1989,Marketing Executive,Savings,1
VC-008-1206,Bello,Habiba,M,VC-008,10/15/1957,Manager,Savings,1
AT-010-1184,Oluwamayowa,Oluwayemisi,M,AT-010,03/29/1984,Carpenter,Savings,0
AT-010-1234,Xaviera,Nkechi,M,AT-010,01/26/1966,Software Developer,Savings,0
AT-003-1024,Oluwatobi,Akintoye,F,AT-003,10/14/1961,Human Resources Specialist,Savings,1
VC-004-1219,Umar,Haruna,F,VC-004,7/11/2002,Student,Savings,0
VC-008-1043,Ruqayya,Hassan,F,VC-008,10/9/2000,Student,Savings,1
AT-005-1149,Chukwudi,Ajayi,M,AT-005,12/17/1964,Lawyer,Current,1
AT-004-1209,Akpan,Ayodele,F,AT-004,6/1/1978,Human Resources Specialist,Current,1
AT-001-1229,Babajide,Omolola,F,AT-001,06/26/1984,Engineer,Current,1
AT-014-1250,Lateefah,Akintoye,M,AT-014,05/20/1996,Electrician,Current,1
RS-001-1090,Oluwatosin,Okafor,M,RS-001,02/19/1963,Software Developer,Savings,1
AT-005-1254,Adesola,Adesina,F,AT-005,7/12/1989,Human Resources Specialist,Current,1
AT-002-1056,Oyindamola,Adejumo,M,AT-002,2/11/1967,Farmer,Current,0
AT-015-1272,Elizabeth,Ogundele,M,AT-015,09/29/1995,Farmer,Current,1
AT-004-1044,Omolabake,Bello,F,AT-004,07/15/1978,Trader,Savings,1
AT-011-1238,Akindele,Olaoye,M,AT-011,09/27/1993,Farmer,Current,1
VC-005-1212,Adamu,Tijjani,F,VC-005,4/6/1967,Health Professional,Savings,1
VC-001-1062,Fadila,Sani,M,VC-001,8/12/1983,Construction Worker,Current,1
VC-005-1085,Ismaila,Yusuf,F,VC-005,05/22/1960,Marketing Executive,Savings,1
AT-011-1184,Olumide,Ekeinde,F,AT-011,11/11/1979,Accountant,Current,0
AT-006-1126,Chisom,Dosunmu,F,AT-006,06/25/1980,Data Analyst,Savings,0
AT-005-1068,Kehinde,Okafor,M,AT-005,7/6/1964,Farmer,Current,1
AT-012-1283,Ngozi,Bankole,F,AT-012,4/10/1989,Manager,Current,1
AT-010-1159,Morounkola,Jegede,F,AT-010,5/6/1973,Marketing Executive,Savings,1
AT-004-1223,Oluwabukola,Gbenga,F,AT-004,3/5/1994,Data Analyst,Savings,1
AT-009-1237,Agatha,Oluwatomi,M,AT-009,11/23/1969,Manager,Savings,1
AT-005-1043,Anthony,Nkele,M,AT-005,08/15/1973,Farmer,Savings,1
RS-003-1030,Oluwakemi,Briggs,M,RS-003,9/11/1974,Construction Worker,Savings,0
AT-015-1170,Adesanmi,Oluwaseun,F,AT-015,04/25/1990,Lawyer,Current,1
VC-010-1008,Rukayat,Suleiman,F,VC-010,02/13/1975,Human Resources Specialist,Current,1
VC-003-1035,Bello,Ibrahim,F,VC-003,8/12/1980,Engineer,Savings,1
VC-005-1071,Zara,Umaru,M,VC-005,06/29/1987,Welder,Current,1
RS-002-1043,Nkechi,Obi,F,RS-002,09/15/1981,Trader,Savings,0
RS-004-1009,Emeka,Wike,M,RS-004,4/12/1990,Accountant,Savings,0
VC-002-1003,Aliyu,Umar,M,VC-002,07/15/1988,Trader,Current,1
VC-004-1056,Musa,Umar,F,VC-004,11/28/2007,Trader,Savings,1
AT-012-1230,Akpan,Benson,F,AT-012,2/9/1980,Health Professional,Savings,1
VC-007-1171,Sadiya,Abdulsalam,F,VC-007,01/29/1989,Marketing Executive,Savings,1
AT-006-1231,Chinazo,Okoye,F,AT-006,3/5/1968,Manager,Current,1
AT-004-1173,Blessing,Ogundele,M,AT-004,11/22/2003,Student,Savings,0
AT-011-1056,Nkele,Ekundayo,F,AT-011,03/31/1971,Manager,Current,0
RS-002-1031,Edidiong,Nwokocha,F,RS-002,11/17/1980,Software Developer,Savings,1
AT-004-1266,Chris,Benson,F,AT-004,7/1/2009,Student,Savings,1
VC-006-1044,Maryam,Adamu,F,VC-006,04/15/2003,Student,Savings,0
VC-002-1201,Zainab,Fati,M,VC-002,9/4/1986,Factory Worker,Savings,0
AT-004-1233,Nifemi,Nnamdi,M,AT-004,12/20/1970,Manager,Current,1
AT-008-1183,Anthonia,Okafor,F,AT-008,06/28/1967,Human Resources Specialist,Savings,1
AT-009-1263,Olusola,Eze,F,AT-009,08/21/1980,Marketing Executive,Savings,0
AT-002-1277,Adelaja,Hassan,F,AT-002,11/5/1990,Data Analyst,Savings,1
VC-002-1195,Adamu,Sadiq,M,VC-002,03/16/1975,Manager,Current,1
AT-001-1052,Xaviera,Okonkwo,M,AT-001,6/10/2002,Student,Savings,0
AT-011-1178,Ebunoluwa,Akinfenwa,F,AT-011,7/9/1985,Accountant,Current,1
AT-003-1052,Nkemdirim,Okafor,F,AT-003,7/1/1989,Human Resources Specialist,Savings,1
AT-014-1162,Segun,Nwankwo,M,AT-014,8/10/1999,Student,Savings,1
AT-002-1062,Aluko,Adewumi,F,AT-002,04/27/1995,Lawyer,Current,1
AT-004-1137,Adenike,Akpan,M,AT-004,06/15/1960,Human Resources Specialist,Current,1
AT-014-1217,Danjuma,Aluko,F,AT-014,04/21/1988,Health Professional,Current,1
AT-008-1005,Bolaji,Adekoya,M,AT-008,02/14/2001,Student,Savings,1
AT-012-1062,Lekan,Eze,F,AT-012,03/30/1977,Manager,Savings,1
AT-010-1254,Chiamaka,Nwachukwu,F,AT-010,02/15/1992,Accountant,Current,0
AT-003-1160,Ekene,Okafor,F,AT-003,11/20/1989,Engineer,Savings,1
AT-009-1082,Ebiere,Hassan,M,AT-009,10/26/1991,Factory Worker,Savings,0
AT-009-1069,Kabirat,Aregbesola,M,AT-009,04/21/2000,Student,Savings,1
VC-008-1076,Danjuma,Adamu,M,VC-008,3/3/1974,Electrician,Current,1
